,Unnamed: 0,Text,Sent,Vader_Sent
1241,1241,Face changer Very good if I was u I would buy it,Positive,Positive
1242,1242,Very good Well done very happy with the last update. Keep up with the good work.,Positive,Positive
1243,1243,Love it such an awsome game,Positive,Positive
1244,1244,Great app Been using this app for a while and I LOVE IT Haven't had any problems. I can even disable the analogs so i can use my old PS3 controllers with shoddy analogs.,Positive,Positive
1245,1245,Awesome I love your game I rate 5 stars ,Positive,Positive
1246,1246,Ad Free Used another app funded by ads. Very annoying ads. App works smoothly and no issues so far.,Positive,Neutral
1247,1247,I love this game I love this game I don't have to even buy this game I can just play it on my device that is why I love this game so much it is the best game I have ever played I even play it with my friends on my device I love this game so much.,Positive,Positive
1248,1248,Mantaps Mantaps,Positive,Neutral
1249,1249,An awesome app thank you maker,Positive,Positive
1250,1250,I love it,Positive,Positive
1251,1251,Amazing Game is so cool but I would like to be able to save it,Positive,Positive
1252,1252,"Very happy with it Easy to setup, customizable.",Positive,Positive
1253,1253, Excellent work,Positive,Positive
1254,1254,Very addictive So far so good..nice interface and control..very fun to experience take off and landing according to the challenges given..,Positive,Positive
1255,1255,"Great App I love it, great on the GS5",Positive,Positive
1256,1256,"Pointless App The app is very fun, I love playing it with my young daughter, great way for her to learn.",Positive,Positive
1257,1257,BEN 10 Man this game is awesome we have to our enemy and buy alien to defeat the enemy but there is one thing some time it block and some time it don't   but it fun to play this game ,Positive,Negative
1258,1258,Super,Positive,Positive
1259,1259,Best Very nice,Positive,Positive
1260,1260,Love it Great Word Game,Positive,Positive
1261,1261,VIP Slots Club. PRO Generous slot and a lot of free coins,Positive,Positive
1262,1262,Very good Awesome application.,Positive,Positive
1263,1263,"Best keno, just like the real thing Plays just like the one at the casinos",Positive,Positive
1264,1264,Great Disc Golf App Great app for playing disc golf.  Developer is good about making necessary updates.  Need to be able to add a player once a round has been started.,Positive,Positive
1265,1265,"It's fun with a good story line. My only complaint is that I bought the bow, but I cant use it yet. Make sure you're nice to the dog and train him to fight.",Positive,Positive
1266,1266,The best game ever  Fun add neighborhood  wneighbors   cars daycare baby clothes   an 1 question  How do u open cans Great game,Positive,Positive
1267,1267,"Works perfectly fine for me, a 5 star rating for me....",Positive,Positive
1268,1268,Works Works well,Positive,Positive
1269,1269,"I'm very satisfied with this amazing game, thank you for making this game. But It'll be more fun if you add the multiplayer feature, please add it for the next update.",Positive,Positive
1270,1270,Awesome app,Positive,Positive
1271,1271,. WHAT HAPPEN I already pay this game But icnt install it,Positive,Neutral
1272,1272,Lol Lol,Positive,Positive
1273,1273,"Love it, Iit,it's fun and it seems so real.this is a amazing game,I rated it five stars.",Positive,Positive
1274,1274,Love champak,Positive,Positive
1275,1275,"Great time killer I love this more on my 7 tablet, but just downloaded onto my Moto G and it is good there too.  If your thumb gets tired of blocking the ads  the game is worth paying for, IMO.",Positive,Neutral
1276,1276,Guys It dissent work wen I delete I cannot downloasd avail So I do gallery and it work lol  Sowy typo,Positive,Positive
1277,1277,"Very fun And enjoyable game, provided you answer questions correctly.",Positive,Positive
1278,1278,Love it It is very good game it gets out stress,Positive,Positive
1279,1279,Monkey Preschool  Lunchbox My daughter  loves this game  She learned her colors quickly  The repetitive  is a plus. The monkey  makes it easy and fun,Positive,Positive
1280,1280,"So Much Fun This game is so much fun. At first I wasn't sure cut it took so long but once you have lots of games going at the same time, it's really cool. You always have a turn waiting and it's a great time killer.",Positive,Positive
1281,1281,Yeahawesome hunting in the African jungle so realistic and funny hahaha Nice sniping game,Positive,Positive
1282,1282,Awsome I love it. Even though Thomas isn't at the park anymore make him a character. Love it beat all storymde,Positive,Positive
1283,1283,Nice job A,Positive,Positive
1284,1284,Great to play with friends We all have lots of fun with this,Positive,Positive
1285,1285,"Fun Tom ceeps honcing horens,spitballs and water guns please add new stuff later",Positive,Positive
1286,1286,Must have game Monument Valley has all the aspects that I look for in a game. It is challenging without ever being frustrating. The art and graphics are perfect and the overall game is designed to make you feel good about yourself.,Positive,Positive
1287,1287,thank you for your efforts we need more new tecnology,Positive,Positive
1288,1288,Fun game Good mind activity game to play. Makes you think.,Positive,Positive
1289,1289,Tutor Forever Kids read at 2,Positive,Neutral
1290,1290,great app,Positive,Positive
1291,1291,Great physics fun The first Sprinkle game was soso to me but this one seems to capture my attention more and is great fun. It's also nice to see a game that I can buy once and not have to continually throw money at for extra features and levels.,Positive,Positive
1292,1292,Awesome Really works,Positive,Positive
1293,1293,Learning games,Positive,Neutral
1294,1294,Amazing Game It was so boss. I get to play multiplayer with my friends and family also. I even get unlock levels on campaign. When I play this game it feels I can do anything.,Positive,Positive
1295,1295,Xoxo This is very nice game,Positive,Positive
1296,1296,Great Just like the website. Easy to use. Accurate forcast too. Thank you.,Positive,Positive
1297,1297,I think its one of the best word puzzle apps ever,Positive,Positive
1298,1298,Nice Its really too good.,Positive,Positive
1299,1299,Fun adventure It took me quite a while to finish this game. I liked the complexity. I'm going to look for more developed by these folks. Thanks,Positive,Positive
1300,1300,Small app good on space. Makes since easy to use. Update kinda made it a little bit not to friendly from the old software but still good and easy to get use too.,Positive,Positive
1301,1301,You made it This game is good I'm glad you made a football stickman.,Positive,Positive
1302,1302,"Love it but... This is my favorite game on my phone. But please update it with some more content. Its a shame to stop working the best show, game on cartoon network. Yet they still work on games that promote teen titans go. Which is milked soo much.",Positive,Positive
1303,1303,I'm making an awesome dino world Never stop playing,Positive,Positive
1304,1304,"Keeps in touch Its a different way to keep in touch with my friends anf family, I adore  it",Positive,Positive
1305,1305,Some are easy but I am stuck on one and I can't figure it out .but other wise the game is great,Positive,Positive
1306,1306,Its cool It cool because you act like its your kid or something and I LOVE IT,Positive,Positive
1307,1307,Best all in one root app ever Especially for beginners. Save money buy this all apps rolled into one.. Still,Positive,Positive
1308,1308,To beginners if you don't know where your troops go then play this game.This game is so fun,Positive,Positive
1309,1309,Works perfectly Great to use on a road trip,Positive,Positive
1310,1310,Challenging I love this game now can I play with my sister so now I can beat her,Positive,Positive
1311,1311,"Finally I played this game years ago on my old ipod and loved it, now it's back and great as ever",Positive,Positive
1312,1312,Great game Love this game although it won't show my ranking right even though I get it with a faster time,Positive,Positive
1313,1313,Amazing Panchtantra in Hindi This very good app. good cocept I like it,Positive,Positive
1314,1314,I should've gotten this game a long time ago This game isn't stupid nor data consuming this game is THE BEST game I've came across YET,Positive,Positive
1315,1315,Know before you board Quick and easy way to know line status before you leave. Maps and other goodies too.,Positive,Positive
1316,1316,Love it Great way for my daughter to prepare for school,Positive,Positive
1317,1317,"TOCAlt3 Toca games are incredible, though this is the only free app. Try making more free app, that way you'll be a well known developer. TOCAS are awesome, great quality and very fun. Plus no need for WiFi.",Positive,Positive
1318,1318,Awesome,Positive,Positive
1319,1319,Prison life rpg This game is awesome. I've never had a more favored game for my phone.,Positive,Neutral
1320,1320,"Great game Challenging, but not frustrating. Helps with attention. My favorite pasttime game.",Positive,Positive
1321,1321,Great game Just wanted this,Positive,Positive
1322,1322,Awsome I love it so much,Positive,Positive
1323,1323,        ... ,Positive,Neutral
1324,1324,A big beautiful interesting graphics game This is an amazing game ever without being played cause this is the first and last kind of game counts on levels really hard growing into pressure and obstacles who no one can reject,Positive,Neutral
1325,1325,Quick and easy access to data Well organized to provide fast results.,Positive,Positive
1326,1326,Great game it's a good balanced game and doesn't have crazy adds or purchasing fees just to play a good part of the game,Positive,Positive
1327,1327,WAAAGH,Positive,Neutral
1328,1328,Ain't no better Way To keep up to date with Eskom's unpredictable loadshedding schedules. 100 accurate for all my saved locations,Positive,Positive
1329,1329,"Yas I love it. Its the only twitter app where I can upload videos from gallery, even if it's only beta. Please keep up the improvement ",Positive,Positive
1330,1330,Very good Gives u all the error codes and gives vry nice plot for the diffrent parts performance. Helped me to analyse the fault cause accuratelly.,Positive,Neutral
1331,1331," app,smt 3gcsl 4g  ",Positive,Neutral
1332,1332,"Sher bliss The music, on its own, is worth the money. The game is just so original and creative.All wile being very well made. I am glad to see new content has poped up too. Will be enjoying this game for awhile.",Positive,Positive
1333,1333,Wow This game is very very successful because its is very entertaining.,Positive,Positive
1334,1334,Excellent. Excellent game love playing it.,Positive,Positive
1335,1335,The best game This appGame  is the best I wish I was a boy but I am a girl people say I am a tom boy. I like moterbikes lots. I wish I was a farm. This games is like a farm but different,Positive,Positive
1336,1336,excellent app hopefully it will continue to work for the F type vehicles,Positive,Positive
1337,1337,"Very impressed Finally I got this amazing app on my Galaxy note.. this app is one of the most advanced drawing app, one thing I hope to see in this app in the future is 4K canvas size.",Positive,Positive
1338,1338,Ok It's a cool funny game,Positive,Positive
1339,1339,"Yupp,  it is awesome Works perfectly, worth the price by far",Positive,Positive
1340,1340,"Awesome I like games like this, card battles, just started playing and yet getting addictive to it. Hopefully it will be more fun, lets find out",Positive,Positive
1341,1341,Amazing I really like it. I made a pack but can you have pups,Positive,Positive
1342,1342,So cute Love the game he is sooo cute,Positive,Positive
1343,1343,I like it It is a feeling that we drive on off road,Positive,Positive
1344,1344,Fun and cute Love the animations and bonus games are a little fun,Positive,Positive
1345,1345,Best App Ever This app is so fun and addicting. I've drained my battery so many times because I cannot put it down.,Positive,Positive
1346,1346,I love this game you also try one time this game ...........  ....,Positive,Positive
1347,1347,1 mobile game This is one game you dont want to miss. All the right things are being done to keep this game at the top of the list.,Positive,Positive
1348,1348,Awesome app. Saved me when ola failed,Positive,Positive
1349,1349,Fbggggghhjjbb.  m ''''K,Positive,Neutral
1350,1350,Lottie Dottie  Chicken Wow  Kaelyn  ya,Positive,Positive
1351,1351,"Endless entertainment for your little ones My daughters teacher recommended these games, they are reasonably priced, educational and great for entertaining the kids when they're bored",Positive,Positive
1352,1352,Kids love it Love this app it's entertained my kids and given me space. Thanks,Positive,Positive
1353,1353,"Very useful Nice app, it often works, but it cannot do miracles, if your nanny is hungry or has colic, no sound can call herhim. But if the baby is just nervous, these sounds work great",Positive,Positive
1354,1354,"Crisp interactive time killer It's pretty, it's elegantly simple, it's engaging and bugfree. Everything you want in a 2D shooter. Get it.",Positive,Positive
1355,1355,Awesome ,Positive,Positive
1356,1356,My cartoon On my television  tv,Positive,Neutral
1357,1357,"Great, addictive and entertaining Love this game. Long hours of entertainment. Have it on all my electronic devices",Positive,Positive
1358,1358,Needs more robots. Here's what I have in mind the mecha suit is were you put yourself into it and it has a Gatling gun and the fist would be as powerful as the power hammer. Could you please put it on.,Positive,Positive
1359,1359,Great version of classic game Never get tired of a quick round.  Advertising on this free version not too intrusive.,Positive,Positive
1360,1360,Nice It very good I am in love,Positive,Positive
1361,1361,"Great initiative Really good app, I have tested it several times by comparing the results with the actual traffic and so far so good.",Positive,Positive
1362,1362,Cool but lags but don't worry you don't have to fix it The clean master app can,Positive,Positive
1363,1363,Works great on my cheap OBD II Bluetooth device with my Tab S. Superb graphics and great realtime logging straight to Dropbox. 5 Star App. The best.,Positive,Positive
1364,1364,It's  a  great  game I love that the simulator  made it where u could  name the wolf.,Positive,Positive
1365,1365,Epic 3d racing rocks  .I love all the characters and if you play it you'll have to give it 5 big fat stars,Positive,Positive
1366,1366,Great app for my 1 and 3 year olds,Positive,Positive
1367,1367,Awesome App What can I say  it does what it does with no issues.,Positive,Positive
1368,1368,excellent apps my 16 months can play on her own after 2 days,Positive,Positive
1369,1369,Make a new game You should make a mud bogging USA because mudding is my favorite thing to do I mean its fun and a really addictive thing so please make a mudding usa,Positive,Positive
1370,1370,"Great app I dislike reading, so the fact that this app has a read aloud option that doesn't sound like a robot is nice. I get to listen to the word of God whenever, wherever. ",Positive,Positive
1371,1371,Like candy crash Sweet,Positive,Positive
1372,1372,Games for toodler,Positive,Neutral
1373,1373,Katrina It's a wonderful game to play and it never gets boring,Positive,Positive
1374,1374,This app helped me win my league last year. Without a doubt the best draft prep you can get,Positive,Positive
1375,1375,"Drum solo hd I thought it sounded good, easy to play, and pretty loud on a good phone. I very much enjoyed it",Positive,Positive
1376,1376,Oh Just Try It Brilliant  Simple Scary Fun Flawless on my Tab S..,Positive,Positive
1377,1377,Best game ever Works beautiful,Positive,Positive
1378,1378,"My mother and I found a game that we both enjoy, since we both are music lovers.",Positive,Positive
1379,1379,Agame Very best on android,Positive,Positive
1380,1380,"Awesome Realy scary game i got jump scared by Freddy, Chica and Bonnie. I would love it if they added 1 more night besides that realy Awesome  game.",Positive,Positive
1381,1381,"wonderful app excellent app we can send sms quickly  faster no need to login every time but if supported in regional languages  such as Telugu, Hindi, Kannada, Tamil etc it would be better",Positive,Positive
1382,1382,WOW OK to be honest at first I was like I would never like this game and now I'm so addicted,Positive,Positive
1383,1383,Can't fault it Used loads of financing applications and this is buy far the best Thanks,Positive,Positive
1384,1384,Amazing,Positive,Positive
1385,1385,Excellent voip application. Love it.,Positive,Positive
1386,1386,Interesting game very good but needs more traffic to make it challenging. Plus  the fares need to vary depending with distances also up em a bit cow five bucks will take forever,Positive,Positive
1387,1387,By the way I'm  only 9 and I play on my mom's phone so she don't right this I do. I love it though. Thank you god,Positive,Positive
1388,1388,Its so fun Sitting on the bed hearing stories,Positive,Positive
1389,1389,Beautiful game..its a real game..no 420.,Positive,Positive
1390,1390,Amazing Vry gud...my gk is improving while playing this game,Positive,Positive
1391,1391,I love wordsearches Great little free download game ,Positive,Positive
1392,1392,Love it Exellent game,Positive,Positive
1393,1393,Good With good fps and graphics this game is really fun. Can easily play on the highest graphics,Positive,Positive
1394,1394,Very nice app...I like ...,Positive,Positive
1395,1395,Mint Desttoy the likes,Positive,Positive
1396,1396,Like I like this game very much,Positive,Positive
1397,1397,Very good but buggy Outstanding.,Positive,Positive
1398,1398,Nice game,Positive,Positive
1399,1399,Always  loved these kind of game If my mom hadn't gotten me where's my water 3 years ago I wouldn't even know about this game,Positive,Positive
1400,1400,Awesome Its like a virtual hair cutting game,Positive,Positive
1401,1401,Faux Pooper You will take many poop breaks at work so you can play this game.,Positive,Positive
1402,1402,"Pretty good I thought it looked childish at first but it really fun, and I love the gems that heal you in battle they are really handy and some games don't have them",Positive,Positive
1403,1403,Can't stop playing. It's addictive When will you be adding new levels The last update was quite some time ago.,Positive,Neutral
1404,1404,Awesome icons Awesome icons and support to team.,Positive,Positive
1405,1405,"Incredible sequel Even better than the first one, spot on gameplay and graphics. Incredible water effects and awesome tricks and sense of speed. 5 stars. Highly recommended.",Positive,Positive
1406,1406,Asome and perfect logging in It's the perfect games I can go anywhere with me and watch BrainPOP but the only thing it needs is to not use the internet and load up faster,Positive,Positive
1407,1407,"It. is. veryyyyy. nice Downllod. this game i. love the. game. sooo mutch. but i don,t. love to make broken brake",Positive,Positive
1408,1408,Nice weather app Nice,Positive,Positive
1409,1409,daisy love it,Positive,Positive
1410,1410,so cool Prashant likes,Positive,Positive
1411,1411,best app ever best cleaner for android ever .....,Positive,Positive
1412,1412,Its amazing app,Positive,Positive
1413,1413,"Great Best app so far for planning trips and sharing, cheers",Positive,Positive
1414,1414,Works Convenient little app. Does what it's supposed to.,Positive,Neutral
1415,1415,"My daughter loves this game, highly recommend",Positive,Positive
1416,1416,Yay I love it especially because there is not ads and my play home school is coming out today Yay ,Positive,Positive
1417,1417,"Ace Get this, not only is it ace its awesomely ace,fun and inventive...more please",Positive,Positive
1418,1418, ,Positive,Neutral
1419,1419,Love it I have never ever played such an amazing interesting game in my entire life.  I love it.,Positive,Positive
1420,1420,Ok its good good morning good night and good evening bye how are what are doing house rento is super and thik your self its a good idea ok bye see you again may be some another time,Positive,Positive
1421,1421,Best comic viewer I've used Really love the fact that you can open files from cloud servers.,Positive,Positive
1422,1422,It is great so fun............ I love it so fun I love just how it sssssoooooo fun.....,Positive,Positive
1423,1423,Just perfect And u can challenge friends play too    wicked,Positive,Positive
1424,1424,Awesomeness My daughter loves baking. She loves it so much. I am rating 5 because I love it too. ,Positive,Positive
1425,1425,I love this game it is so cool Nice this game I don't even have words that's how good it is,Positive,Positive
1426,1426,"Good game Finally added back to exit. A couple of days to fix an bad update. Honestly it can be better,  but considering that this is done by a small porting company, not bad.",Positive,Negative
1427,1427,"Best crossword app Excellent support.  I reported a problem with one of the updates, had a response within a couple of hours and a fix was released a few days later.  Other app developers could learn a lot about customer service from this company.",Positive,Positive
1428,1428,So cool apps,Positive,Positive
1429,1429,"Best Android cribbage app This is a great deal.  Free play online, and there's always someone online to play with.",Positive,Positive
1430,1430,Love it I'll never watch a weatherman on tv ever again,Positive,Positive
1431,1431,Read below Its really really good but i want it to come out with the second episode and the season pass is too much we just bought the game and now we have to buy the season pass,Positive,Positive
1432,1432,Throwing Money At The Devs,Positive,Neutral
1433,1433,An impressive port An impressive port that fully utilizes the touch controls of android. Now that they fixed the offline support and it works for the nexus 6 I'm looking forward to many hours of reliving one of my favorite games of my youth.,Positive,Positive
1434,1434,Lots of fun. Easy to start playing.,Positive,Positive
1435,1435,"4 Pics I Word Totally addicted, got up to over 3000, changed phones and lost it all.52115 received prompt for new downloads, download did not load.  help.Got downloads, but only 25, geeshhh",Positive,Neutral
1436,1436,Good,Positive,Positive
1437,1437,The best ever,Positive,Positive
1438,1438,Great fun  Made walking fun. So this is our first time in London and this app plus the GPS feature got us around the city without having any issues.,Positive,Positive
1439,1439,Game I love the thought processing you have to do on order to play this game,Positive,Positive
1440,1440,"Unique Brilliant game, couldnt put it down, even though quite challenging completed in under 4 hours. Well worth buying plus you get 70000 xp",Positive,Positive
1441,1441,My 2 yrs old daughter loves it  I just wish for a lock screen option ,Positive,Positive
1442,1442, It helped me get my brothers at hinden go seek gun I tricked them into im just going to use my tablet for light LOL,Positive,Neutral
1443,1443,good loved it,Positive,Positive
1444,1444,I love it Awesome I love the game so much You can make what you want Build what you want Create what you want This is a game you should buy I love it All your games are amazing They are very fun and entertaining Thanks Toca Boca AB ,Positive,Positive
1445,1445,Gr8t App Love the new material design..,Positive,Positive
1446,1446,Fun to play . When I can't sleep it gives me something to do. It's. My go to game. .,Positive,Positive
1447,1447,"Really fun Good way to kill time, controls are a bit tricky at first but you get used to them pretty quick Only thing is I'd love for the carsdrivers to be updated for the current season but I doubt that'll happen",Positive,Positive
1448,1448,Fun Game I love games like this and this does not disappoint I especially like the map that allows for quick travel from one area to another as well as gives a hint about whether or not there are any tasks to do at that time. Thanks,Positive,Positive
1449,1449,OMG I LOVE THIS GAME SO MUCH I LIKE IT SOOOOOOOOOOOOOOOOOO MUCH,Positive,Positive
1450,1450,"Great but hard Great looking and smooth running app. I play it on like level 3, and it gives me a good challenge. It's been years since I even played checkers. It is a game that is very simple, yet the strategy can be deep.",Positive,Positive
1451,1451,This game is really fun even if your only playing with one other player. Me and my boyfriend loved this game.,Positive,Positive
1452,1452,"Epic The smartest game in the Play Store. Great atmosphere, best puzzle game ever. 5 stars easily",Positive,Positive
1453,1453,Great app Very helpful,Positive,Positive
1454,1454,"Great, but... Please please please add native controller support. You can control movement already, but you cant walk, jump, attack, etc. UPDATE You listened Works perfectly with bluetooth controller. Worth every penny. Thanks.",Positive,Positive
1455,1455,Please update this game..i have completed all the levels and now there is no other stage to fight.it only shows the option titan but there is no way to fight him..please update this game as soon as possible,Positive,Negative
1456,1456,"superb on 4.2.2 TW but slowed my 4.4 kitkat superb.  no more overheat no more battery drain. Much smoothly and faster rom now on 4.2.2 android is excellent..but slowed my kitkat 4.,4",Positive,Positive
1457,1457,"Finally I've been waiting, and it was worth the wait.  My only complaint is that it's too short.  I liked the extra goals in the first epic that this one seems to be missing.",Positive,Neutral
1458,1458,My Daughter My Daughter loves this game she keeps asking fory phone to play,Positive,Positive
1459,1459,SO COOL This game is fun,Positive,Positive
1460,1460,Boredom Blaster I find myself playing Angry Birds Space whenever I am bored. I love trying to figure out various strategies for each level. Its a great game.,Positive,Positive
1461,1461,Mytg She's so fat I need an energy what time I'm going but we beat on one side and V on phone you cry easy pannekoeken show de don omar cartoons about you know who booty poppin in my thirties,Positive,Neutral
1462,1462,Love it Sometimes a little delayed with the updates but only by 10 or 15 minutes. saved me many hours of waiting on a platform,Positive,Positive
1463,1463,"Keep up the good work Really nice app, easy to use, very helpful features e.g. PID combination  exporting recorded data. Works great with cheap ELM327 bought from ebay  china. Looking forward for manufacturer specific PID support.",Positive,Positive
1464,1464,Just play it One of the best games released for android.,Positive,Positive
1465,1465,Fantastic game. Nothing to complain about. Challenging but not impossible. Nice graphics,Positive,Neutral
1466,1466,Nice game Fun to play little glitchy at times on the Note 4 but fun.,Positive,Positive
1467,1467,More languages Make it availiable in portuguese.. Please.........,Positive,Neutral
1468,1468,Super Da machane ee app kollam ketto fake id undakkan pattiya app thanne,Positive,Neutral
1469,1469,I Love this type of music,Positive,Positive
1470,1470,Wery well,Positive,Positive
1471,1471,Good game Very adventures GAME I am lovi'n it,Positive,Positive
1472,1472,Love it can we have new 1s plzz x,Positive,Positive
1473,1473,Love it,Positive,Positive
1474,1474,Green lane heaven Awesome tool for the green laning enthusiast. A must have.,Positive,Positive
1475,1475,Love it A great and fun game just like regular monster busters Updates were nice too thanks so mooch.,Positive,Positive
1476,1476,Really awesome guitar It's awesome Iove it and I play it already and its fun I compose asong actually like love song like that best guitar apps,Positive,Positive
1477,1477,     ,Positive,Neutral
1478,1478,It's so AWESOME I love this app it makes me feel accepted n' you know like someone that everyone likes. Thank you for this app. ,Positive,Positive
1479,1479,Best ever,Positive,Positive
1480,1480,Very nice,Positive,Positive
1481,1481,Toperoo,Positive,Neutral
1482,1482,Very much like Let's Farm and just as much fun.,Positive,Positive
1483,1483,Hexa Monster Busters Great game challenging but not frustrating.,Positive,Positive
1484,1484,Fun game Love the format. Needs some tweaking but still new. Love that can make a good player and not spend a dime. Don't like that can't get into servers. Stop making new servers just make them larger lol,Positive,Positive
1485,1485,It is just fab the girl looks beautiful. The make up equipments are also good. I LOVE THIS GAME,Positive,Positive
1486,1486,Erek jr Dammi love it,Positive,Positive
1487,1487,A very nice game with a tremendous control system. Lots fun and lots of monster killing,Positive,Neutral
1488,1488,Nexus 5 running android 5.0 lollipop Great game now they fix some bugs and looks good perform good it need some more futures but is good for now,Positive,Positive
1489,1489,So cheap I bloody love this game and all the papa games keeps me entertained for hours hehe,Positive,Positive
1490,1490,"It works This is the first blackbox app I've found which works as expected. Also intuitive to use, and not too resourceheavy.",Positive,Neutral
1491,1491,Played every day Very addictive brain improver. Clever prompts help you see words you could have made.,Positive,Positive
1492,1492, Great Job This app is outstanding. Awesome games that are fun to play. B,Positive,Positive
1493,1493,Funny My little kid loves this game.,Positive,Positive
1494,1494,"So neat for newbies This app is so awesome My kids and i are obsessed, it's so simple that my 6 and 4 year olds can use it with ease. We are amateurs, so we aren't aware of information holes, like a few reviewers mentioned, but it's teaching us a lot",Positive,Positive
1495,1495,"Great way to blow off steam... Because of the fast paced nature of the game, its a great way to blow off steam and wind down from a stressful day...",Positive,Positive
1496,1496,I'm addicted Very fun game.  Android version is much better than the blackberry.  Just wish Iso was easier to come by without money.,Positive,Positive
1497,1497,LOVE you,Positive,Positive
1498,1498,What I love it is because it's the awesomest game ever,Positive,Positive
1499,1499,It's good and beautiful game 100 I like it so much ,Positive,Positive
1500,1500,Awesome. Worth every penny. I've purchased this app on Android and iOS and will purchase forever. Best crossword app out there.,Positive,Positive
1501,1501,Oooh ma gad Greatest game eva plz dont stop makin these games,Positive,Positive
1502,1502,Awesome,Positive,Positive
1503,1503,Fun way to pass time These puzzles make you think especially when you're trying to beat the clock.,Positive,Positive
1504,1504,Great,Positive,Positive
1505,1505,Just thankful that there is these kind of spiritual pick me ups to send to my friends in Christ Amen,Positive,Positive
1506,1506,To easy Allready completed the game I have all the characters like the healer handyman cyber skunk is last,Positive,Positive
1507,1507,Enjoy this game,Positive,Positive
1508,1508,"Watch this game. You can spend so much time on it the dishes truly won't be getting done, till the cows come home",Positive,Positive
1509,1509,"If you like spider solitaire... Then give this app a try... Straightforward implementation with a few configurables. One, two, and three suits supported. Very nice. Play it often.",Positive,Positive
1510,1510,A unique and pleasant surprise Fantastic weather app Sights and sounds of real weather conditions. I didn't think I would ever gush over a weather app like this. Pro version is well worth the price. Thanks for a great weather app,Positive,Positive
1511,1511,Elmient Great application..,Positive,Positive
1512,1512,"Impressed. Fairly basic, but it does everything I need it to, which is basically track how much my vehicle is costing me overall. Functional and easy to use... so long as you remember to use it every time you fill up.",Positive,Positive
1513,1513,Yay I am so glad I found this game it is sooooo fun,Positive,Positive
1514,1514,Not bad Its usefull,Positive,Positive
1515,1515,I love it but I wish the tractortralers had different wagons so you can hall tractors and stuff like that.So plz think about it plz.,Positive,Positive
1516,1516,"Great Thanks for making a game that once you pay for it, you own it. 4year old loves it No IAP garbage, just a happy kid",Positive,Positive
1517,1517,The best Pumped 1 and 2 I found myself playing more often then any other game. The new 3d is spot on along with the manuals being more controllable. Great game.,Positive,Positive
1518,1518,Excellent Excellent,Positive,Positive
1519,1519,A very useful app for competitive exam preparations.,Positive,Positive
1520,1520,Great app Love it easy and simple,Positive,Positive
1521,1521,Best game I've found Love the racing So much fun,Positive,Positive
1522,1522,Amazing Everything I look for in a mobile game. Only draw back is that I wish there were hidden items. It would add more depth to the levels and add some replay.,Positive,Positive
1523,1523,New update I love this game. But the new update is terrible. Getting constant server errors and multiple LUA errors.,Positive,Negative
1524,1524,Very good Just as the regular game,Positive,Positive
1525,1525,Perfect transition Loved this it was perfect for a new version the controls feel natural and its already a great game. Now wheres sonic 3,Positive,Positive
1526,1526,This is the best mobile game I have ever played.,Positive,Positive
1527,1527,God Nice app,Positive,Positive
1528,1528,Still awesome I have bin playing this game since 2013 and its still awesome.,Positive,Positive
1529,1529,Loving it I read it if I'm bored pretty interesting,Positive,Positive
1530,1530,Best game ever,Positive,Positive
1531,1531,"Crossword Awesome, great to have the hints if you are stuck.",Positive,Positive
1532,1532,Great,Positive,Positive
1533,1533,"Love it Just one thing can you please include the voice output onto Google Translate Thanks Other than that, the app is awesome. Keep up the good work ",Positive,Positive
1534,1534,awesome it is so awesome.i love it so much.,Positive,Positive
1535,1535,Perfect. 100 Stars if I could 1000000 out of 10,Positive,Positive
1536,1536,Awesome game Loved it works really good on android skinny mobile phones so check it out please my tom is called tigga,Positive,Positive
1537,1537,Petting zoo,Positive,Neutral
1538,1538,A good pizza making game These games were ment to be played on a phone not on a computer,Positive,Positive
1539,1539,Satisfied It has some features that complement what Samsung note has. Ok lah sesuai harga worth the price,Positive,Positive
1540,1540,Love it plays even better than i remember.,Positive,Positive
1541,1541,nice   ,Positive,Positive
1542,1542,Killet,Positive,Neutral
1543,1543,Awesome mahjong Awesome challenging and relaxing game. Love that you can customize the tiles and background.,Positive,Positive
1544,1544,Always have been my favorite I don't even remember since when I am using this app.,Positive,Positive
1545,1545,Love the push notifications and the links on release days,Positive,Positive
1546,1546,Great app. I haven't tried using with a bluetooth mic yet.,Positive,Positive
1547,1547,Adnan My favourite piano,Positive,Neutral
1548,1548,Great game I can't count how many times I've played this game but it always keeps me entertained with how interactive the game is. ,Positive,Positive
1549,1549,nathan NiceGame,Positive,Neutral
1550,1550,"Pretty Useless Dosent have that much variety, but it does what it says",Positive,Neutral
1551,1551,Great playability Love this game. Not an online player. Would like to see an additional campaign or maps.,Positive,Positive
1552,1552,"Great domino game After many tried apps, this is by far the best one. Wish i had thought of it.",Positive,Positive
1553,1553,Works great Love that I can calibrate as needed.,Positive,Positive
1554,1554,I paid 7 for kraven to get stuck in the tree,Positive,Neutral
1555,1555,Ludooooo Yeah its perfect,Positive,Positive
1556,1556,Brilliant This is the most brilliant and amazing arcade game I have ever played.Absolutely I'l give it 5 stars.,Positive,Positive
1557,1557,AWESOME This app is so cool I am obsessed with chipmunk my only problem is that every time you go back to main menu there is an advert,Positive,Positive
1558,1558,Animal Hunting  Africa Awesome 3D sniper shooting game Smooth UI with excellent graphics,Positive,Positive
1559,1559,Iloveit this game,Positive,Neutral
