,Text,is_pos
1158,"New graphics .. Is just bad. Used to love the game, but now it is barely payable because of the new graphics.",false
1159,It does not let you jump when you try it on your own,false
1160,"My phone A888 duo, apps crashing.. It wont let me play It keeps crashing after loading Please fix ",false
1161,Not all features on app work.,false
1162,I don't know how to play it I can't play plz show me a video clip,false
1163,Hook won't set Tried 100 times and hook will not set. Refund please.,false
1164,"Nonsense Don't waste your money by buying this game...really a stupid game...no radar,no back camera angle.got bored in just 2 minutes..much better game than this is extreme landings..",false
1165,Updated to the latest version and now when I try to load my trips... The app just closes.,false
1166,Lame,false
1167,"Crash crash crash. Oneplus one. Game occasionally force closes and, after reopening, restarts, deleting all unsaved progress. Amazing game, not worth the money if I have to do everything twice. I'll just emulate it for free....",false
1168,Lost all my data for no reason Give my data backI lost 5thousand coins and lots of weapons....GIVE IT BACK,false
1169,Not all games working On my gen 1 nexus 7 and lollipop not all the games work. Some just start the leave an empty screen.,false
1170,Worst Continuously ads are popping up. It's very irritating. I recommend not to install this apps. Every 3 sec ad pop up.,false
1171,"Useless Keeps Crashing , doesn't even load on Mi tab",false
1172,No fun anymore Been waiting and waiting and waiting for more sticker pages yet every update you do doesnt include those. I now have 14 sticker packs waiting unopened for more sticker pages. Please give more sticker pages soon.,false
1173,From 5 stars to 1 And 0 if i could...my problem was that boomsound on my m8 goes on and off every sec and it was so annoying and this app is the reason,false
1174,"Not installing No matter how much I try, it won't install on ms HTC DESIRE. Always starts to download, but it gets stuck at 140 mb, and won't install. I have 1GB of free space on my SD card...",false
1175,"Clothes are ugly The clothes are so ugly, all of my sims look like hobos. Why do you keep taking the good outfits away Im Really disappointed by this. It should be just like the computer version.",false
1176,Ads Pay 2 to watch ads Sign me up,false
1177,"Update keeps crashing Love this game but new update is very buggy. Very slow, it's painful and it crashes every time I add friends or try to help them. It's just too clumsy to play now so I've just stopped until there is some kind of fix.",false
1178,No longer working Working fine on other devices but freezes and restarts whole device on tab S t805 since I got lollipop. Really need fix to get it back to 5 stars,false
1179,Doesn't work Stopped working with my Galaxy S5 and doesn't work with my Galaxy S6,false
1180,"Recent activity How bloody hard can it be, LinkedIn I don't give a shit about what happened a week ago, even if that's the top content",false
1181,Becomes unplayable after you run out of soldiers. I thought you'd get more over time but no you have to buy them or hope a Facebook friend will play the game and give you more,false
1182,Collection of ads Uninstaled...,false
1183,What even I have watched Sims 3 playthroughs on youtube and they are nothing like this. What a rip off,false
1184,A Pain Very disappointed in this game. When you click the fruit to match it takes forever to match. What a waste. Game would be good if not for that problem.,false
1185,Does not work Orientation sensor required. Don't know what more it requires...,false
1186,My son is heartbroken Doesn't work on Lollipop. I'm as distressed about this as my son is.,false
1187,Ads OMG with these ads that pop up loudly and you can't stop 100 NOT worth whatever fun the game might have been.,false
1188,Lollipop Please fix for android 5 lollipop.  I'll rate this game five stars after that.,false
1189,HORRIBLE AT BEST Just bought this and can't even open it up. Had it for about 8 hours and still can't open it up. DONT GET THIS APP,false
1190,Plz fix or i wont spend any more money on it no more If could i would give 0 stars it keeps telling me that my internet is not connected every time i try to go to battle plz fix right now or i wont play and spend money on it no more,false
1191,"The scrolling always goes back to the top Every time I click to see a picture on a profile, once I'm done, the profile will scroll all the way to the top again. Very annoying. Fix this please.",false
1192,What happened to being able to login with Facebook to compete on leader board with friends Doesn't let me choose a level anymore No longer even earn points as you play. Fix it back please,false
1193,"Note 3 and note pro 12.2 I dropped my rating from 5 to 2 stars, do to no support from the developers. Sent 2 emails, with no replies Used to be awesome support for the launcher but not no more.",false
1194,Fuuu It is the worst game ever i have been,false
1195,Notification spam Creates spam notifications.,false
1196,Useless Cannot do anything with the videos. Waste of 2.99,false
1197,Wont start Just downloaded and it wont even open cause it says it keeps crashing. Would like to play this game but as it stand im giving it a 1 star.,false
1198,Shitty Shitty Shitty Shitty Shitty Shitty Shitty Shitty Shitty Shitty Shitty Shitty Shitty Shitty Shitty Shitty Shitty Shitty Shitty Shitty Shitty....Derp,false
1199,Disgusting Hate it,false
1200,Too Slow Can you make it more smooth it lags alot and its definitely not my phone that causes this. It's the app,false
1201,Very bad game It is just wast of time,false
1202,"Love the game, but no save state Great game, runs smooth. But no save state, so if you close your phone in the middle of a 45 min battle, you lose all progress. Extremely frustrating.",false
1203,Help.....Error Maybe I opened it and it checked for updates then while checking it said check your connection I had 4 WiFi bars and my internet works just fine can some help me,false
1204,Hated it I would give it a 0 but i had to give it a star to right something,false
1205,Why can't I train GLADIATORS when I have researched Heavy Infantry level 28 and I have Barracks level 30 It says You cannot train this troop in this city and no list of requirements aside from Gold and Food.,false
1206,Really Constantly steering left and ads after every load screen Thats crap.,false
1207,"Keeps crashing Used to work until 3 weeks ago and now it says things like cannot connect to server even though I am connected, and it also keeps crashing. Really thought this was a 5 star app until 3 weeks ago, now I'm just annoyed with it.",false
1208,Waste of data I dont know why such worthless apps are being created,false
1209,"Pathetic app Get a new developer to design a decent app and maintain it. Absolute joke how pathetic this version is, from being ugly and cumbersome to navigate to just plain not working.",false
1210,Useless Why does it work on ios but not on android as a free app. Please fix this ASAP.,false
1211,"Too many issues I liked the game itself,the constant loading issues are very annoying.Game is updated,WiFi available,still keeps stopping. Work on the constant network issues and I will increase the rating,until then 2 's",false
1212,So bad yr,false
1213,Doesn't work Force closes all the time. The fact that I paid for this and its doing this upsets me even more. Please fix,false
1214,Glivh This game is stupid it all west stoping wen um in online.please fix it,false
1215,very good Its make the children to know the stories of birbal and akbar,false
1216,Wired Not even close to a realistic game.,false
1217,Not happy You have time to push even more ads now. But still can't fix the crashing...,false
1218,Sucks Everything is locked,false
1219,"Poor user interface No context of who's move it is on resuming, can't see topic on daily double, freezes requiring battery pull, and no multiplayer online.  1990 design.",false
1220,"Can't play the game at all. Loads to 65, click sign in as guest. Didn't work. Sign up and verified my account with kabam, tried to login to the game, didn't work.",false
1221,Need a refund of my acorns I bought acorns and now they restarted my account...i want the to refund atleast the acorns....,false
1222,Mnet Download but no magic only blank screen  Did it 4 times all the same Nothing ,false
1223,"Don't like it I prefer the old version which I can see my picture profile and other profile picture in one screen chat only And the space for picture profile is very small,the circle could not accommodate picture from large screen phone",false
1224,PROBLEM It was working well untill recent update now it won't even turn on pls fix,false
1225,The page doesn't work and links are gone,false
1226,"Loved it but... Been playing it for months, latest update says 'failed to initialize hardware' and refuses to run on my TF101. If it's not compatible it shouldn't have downloaded an update. How do I roll back",false
1227,Any one can cheat.... what a game.... hatzz offf.....,false
1228,"Dirt bike king The game is good, QUIT TRYING TO SELL ME LEVELS. THE APP SUCKS BALLS.  They constantly try and sell you stuff, other games, levels, mods, and coins.  F this",false
1229,Pop ups prevent winning The game wouldn't be bad if the stupid pop up ads didn't interupt in the middle of the song and make you mess up. Bullshit,false
1230,I want my refund. Thank you.,false
1231,THE BEST I HAVE USED ON 8 SUPERPHONES AND KEPT THEM ALL SAFE AND IT'S NOW ALSO VERY TRENDY LOOKING DOES NUMEROUS OTHER FUNCTIONS AS WELL 100s LG HE,false
1232,Wow I always play the games before letting my kids. The very first ad to pop up after about 1.5 min asked if I'm addicted to opiates Really On a kids game,false
1233,like it much but has much problems when i playing this it is so slow and sometimes it crash and it's always has glitches and when i gonna buy some few things it's disappeared when i play pls fix it so when i download it again i will rate you 5 stars,false
1234,"fun at first then a blank square keep appearing in the middle of the screen, uninstalling fixed it which also deleted all past work, but then after a while the square came back",false
1235,Very poor service by nimbuzz group application some time hang call voice is very poor I have face problem Facebook connecting last 3 months please service.,false
1236,"Please put back the sliding function. They said the dual page problems were resolved, but it still has. Don't do any patch. You guys is messing your app.",false
1237,Wtf Have no clue what you guys did to it but this game is terrible now. Was originally amazing idky you changed it to this crap. This game is now a total waste of time.,false
1238,New update sucks The new update constantly crashes. Have the note 3 with no other apps running and always kicks me out of game.,false
1239,Bugs after update Was working fine before but after the recent update it's not as smooth as before. It lags. AND IT'S MESSIN WITH MY PHONE IT TAKES TOO MUCH TIME TO CLOSE AND IT'S FREEZING MY PHONE I think I will uninstall it now  ,false
1240,Broken Auto fight needs to send off hits faster. having 6 seconds at max without it firing makes you lose fights in pvp arena.,false
1241,"Really I bought gold membership. I got everything. But a few minutes later, it all just disapeared Now I have to buy everything again I would like a refund of 1.99",false
1242,What is this,false
1243,"Looks like the devs gave up No updates to this games in months, and the last two regions they released only had one level each. This seems how glu operates and they can't be trusted.",false
1244,x5 e53 4.8is 2005 no 4.8 engine on the list to choose from,false
1245,Stupid It's not even a game it is just some stupid info about some stupid trains. NEVER INSTALL IT.,false
1246,What even is this Some of the answers are just ridiculous and some are not even a word,false
1247,Themes Elephant's teeth i got to know about this app through facebook...  there is no such Zip theme plus the themes are not that much interesting as i saw on facebook... disappointed...,false
1248,Not refreshing even on manual refresh... I would like to get a refund pls... ur widget is not updating right even if I  set it to 1hr refresh and not refreshing even if i do a manual refresh...,false
1249,Booooooooo U can never do it all it ever do say acses denied wtf this app sucks whoever made is foolish and a big idiot what ever I'm out Sya peeps and it's stupid don't wast your time kk,false
1250,"Update causes more issues Update removes the minimise button for the keypad, making it impossible to unlock phone. Nothing but issues, wish this was an optional app.",false
1251,J'habite a Maurice et l'appli gulli ne marche pas,false
1252,"Good app, but a few problems. Completely started me over from level 26, to level 1. I love the game but please fix this issue.",false
1253,Ad central My 2 year old can stay on this program for 5 seconds before hitting an ad that sends him to all places on the Internet having nothing to do with kids But for 2.99 mon you can remove the ad Not worth it deleting this immediately,false
1254,Hated it,false
1255,No fair their greedy This game is weird like they want us to pay for  for the dang levels like aren't they making enough money with the spongebob shows like the heck like wat ever company this is let them know this is worthless and they r greedy,false
1256,App not good How could you work the app if it doesn't even work,false
1257,Can't detect touch When I try to jump this genius just goes away sliding. And he just suddenly slows down and falls down Logic,false
1258,Don't buy this game It doesn't work when ever I try to log on it wouldn't let me. I want my money back.,false
1259,Omg Are you kidding me this game looked so cool but don't let it fool you I keep putting makeup on her and then when I go dress her up the makeup is not even there it keeps on happening,false
1260,I don't get it   I really don't get it how do you play,false
1261,I hate I don't like it there is only 1 of the pets on my tab you can play on and it's pumkin cinderellas pet and the rest of them are asleep so I deleted it as soon as possible,false
1262,This game is not working. I hate  this game.,false
1263,Will not  install on galaxy tab 2 tablet Keep gettimg an error that it cannot install on sd card or usb device. My son loves the Dr Panda games but this one doesent work,false
1264,It wont even let me download. .,false
1265,"Awful update This update is terrible, the colour scheme is dreadful go back to black and green, all broadcasts lag, sound is always out of sync, I can't search for anyone, I can't view topics. All round dreadful, change it back",false
1266,It's kinda good but I dislike it... Its an OK game I didn't like it that much I gave it a dislike because all you do is race and it gets kind of old and boring so if u can make better and not boring more changes that would be great,false
1267,Kill kill kill youst yoking for 1 its 55555555,false
1268,Don't pay for it as you will still get ads. It's a huge rip off,false
1269,Freezes My game freezes after completing the waterfall in Act1 the library milkshake land. I am so disappointed after the higher cost of this game. Have emailed and will wait and see  I was enjoying it immensely until then. Such a shame.,false
1270,Where is sketchbook I had sketchbook on my note3 and now I can't find it and it's the only app missing from my app. I should always have access to an app I paid for and this app pales in comparison,false
1271,Shit,false
1272,Suck why do you have to use your finger to go the direction that you wanna go and what's up with the money thing not every one is rich and level 16 at a 250 game with a elcrtic ball you suck to go agasint a level 7 and blow the out what the hell,false
1273,Horrible,false
1274,"Bugs Won't even let me pass lvl 2. Broke the window, have the shoe laces and the paper clip but won't let me get the hedge cutters",false
1275,The game crashes Every time that an add comes the game completely crashes You guys need to fix that because i cant play it at all It is crashing all the time With this kind of quality you guys wont be able to get a 5 star rating from people,false
1276,Waste of money This always gets frozen after some percent scan and couldn't pass that. Also retrieves duplicate photos and even the non deleted ones. Not helpful and wasted money on this crap.,false
1277,"Worst Bus tracking ever It is if the bus tracking app has a life of its own. Zoom is kak, and you cannot read the names of the stations on the map.",false
1278,"Doesnt work on my tablet Samsung tab 2, I can hear the  sound but the screen is blank",false
1279,"Soo laggy, even if you check the person they can shoot from far away and still make it......very disapointing. Dont waste your money on this",false
1280,I hate what they did to this game. When it was just you playing against the computer it was awesome. Now they put these stupid characters in there to F it all up. I am glad I still have the old version on my other note.,false
1281,Don't like it don't get it dumb game don't you waste your time on this game Same,false
1282,"Network error ruins arena events How could you guys consider an error in establishing connections to be the player's fault After losing streaks so many times because of this, I begin to think you guys aren't serious in maintaining this game.",false
1283,"LACK OF PROMO it has an offer wall that of you comply it does not give you the gems you deserve the game owes me like 3,000 gems and nothing.",false
1284,"This game suck This game ant no good at all .all it does is play for 5 min,s and stop and the lame part is you have to buy the game and all my free game play just fine and I spent over 300 dollars on this game I should get all my money back",false
1285,Boring boring boring clothes are cool but no interactions must be for 2an under,false
1286,"Podcasts are behind a few weeks or months Seems like im having a few troubles getting all my podcasts to sync. Some podcasts are about 45 episodes behind and when i use another podcast to check, they are all up to date except for Pocket Casts.",false
1287,WTF A piece of shit. Saying more is waste of time.,false
1288,Bakwassssssss,false
1289,Has gotten worse with each update. Freezes constantly. Don't waste your time,false
1290,A limit of how much pictures you can heart an hour. There is a max limit to heart each hour. Seriously That's so pathetic.  GET PINTEREST GUYS. ITS BETTER.,false
1291,"Update ruined it Now it doesn't acknowledge that I have the donation version. Won't let me hibernate system apps, and keeps trying to hibernate apps that I already hibernated. Ready to uninstall.",false
1292,Requires Internet connection Though the game is quite good  but Can't play it without Internet. Utter waste of space.,false
1293,Not my kind of game Way to many ads. Uninstalled,false
1294,Problems transferring game data I can't get the data from my tablet to my phone I'm stuck on level 1 box 1 on phone but on tablet I'm almost half way through season 2 plz help and I will give 5 stars,false
1295,Scary af So i wanted to try some stuff out on my own and im on level 3 and she is still a baby and if you cover the camera her eyes look up until you move your finger away from it,false
1296,confused This will not go past the introduction screen. Why would I spend 8 and I can't even see what activities my 2 year old would be playing. Uninstalling now.,false
1297,special bus i like excetive move,false
1298,Loads maybe half of any given page Loads only gray squares for most of the pages of all of my comics. How you expect anyone to use this app is beyond me.,false
1299,"Downloaded and nothing. No sound. Beautiful App, but useless.",false
1300,"Money I can't get money from the game , i just get money from pension and thats sucks , fix it",false
1301,"This app is  very convincing,  but it wont open. DON'T DOWNLOAD.  WASTE OF TIME",false
1302,Omg It sounds like crap,false
1303,"Too expensive Amazing game I would pay 5 dlls no more to unlock All features, but 99.99 dollars to get 350k coins is crazy. That is one Xbox game plus all dlc packs or my phone bill plus enough to go to the movies twice.",false
1304,What's the point if it can't determine direction Looks very nice but direction is way off... it thinks SE is N. Can't find a way to calibrate. Boourns.,false
1305,It sucks You can't do any thing,false
1306,IT'S A TRAP My 3 year old enjoyed it for 2 seconds then BAM her comes the you need to pay for this and that. One lame section isn't worth the memory.,false
1307,Good game. Starting to have problems though. Really loved the game... But for the last month or so its been having game play issues. Had to uninstall and reinstall to get it to work. Have to do that every time I play an event or bonus game. Smh,false
1308,"Retarded Doesn't matter what device but the on screen keyboard does not display properly, preventing me from playing because you cannot get past that screen.  You absolutely have to enter a name.  So dumb.",false
1309,No longer work After the Android 5.1 update this app no longer starts. It crashes out during the start up animation. Please fix,false
1310,Why does it not show the name of the person I'm sending to Why doesn't it show the name of the person I'm sending to,false
1311,Doesn't work. This game doesn't work.. And therefore I would like a refund. Please respond.,false
1312,Again won't open 1.0.6 I don't know why none of your games will open on my tablet anymore. They used to work.,false
1313,All american foods Most people outside america wouldnt see half these foods. The scoring is also a bit unfair try cutting it back to 100 instead of 30,false
1314,For a game that cost money This game is way too glitchy. It's impossible to finish some missions and level up guys. There should be an option to pay to skip missions,false
1315,It won't let me follow people It was fine in the beginning but now I can't follow anyone.  Fix it if not im uninstalling.  And people shouldn't download this if its gonna do that.,false
1316,"Boring.. This is so sick I hate it, why can't there be more clothes",false
1317,Sucks,false
1318,MONEY Buttttt.....WHY DO U HAVE TO BUY STUFF FOR REAL MONEYU SHOULD NOT PLAY THIS RUBBISH,false
1319,Just hated I am not able to play the locked levels otherwise it's not bad,false
1320, ,false
1321,Download Can't download the additional content. I have lots of storage space both on internal and SD card.,false
1322,FIX THE BUG THAT IS SHUTTING GAME DOWN OPEN GO TO PLAY SCENE AND FIND ONE ITEM AND BOOM SHUTS DOWN AND OFF OVER AND OVER AGAIN. SICK OF IT,false
1323,Deleted App after 1 day,false
1324, ,false
1325,No support for fragmentation Will only recover 1min of audio files... Useless...,false
1326,"Still locks up all the time 61915 Locks up, was fun while it played.",false
1327,"No longer working It worked great the first time but has gone to the white screen. I have uninstalled, restarted my galaxy tab, and reinstalled. I think my grands will love it once it is fixed.",false
1328,Good app not working in lollipop Please patch it for first gen nexus 7at least.,false
1329,5star reat this aap Very good,false
1330,Doesn't work Have had this a while. Now after update just goes to a blue screen on startup. Cannot play. A waste of time.,false
1331,Fix this please I love the game as i do on the computer but when i try to talk to others the talk bubble does work. I have to press it ten million times for it to work. It got so bad i had to delete it.,false
1332,"Well organized but too noisy to hear anything, who approved it anyway",false
1333,"Too hard for little ones. Great show, app stinks.",false
1334,Restore Purchases   Double purchase does not work please fix,false
1335,"uphill racing. okinnana met. Nagalas. My 60,000 coins vanished when i upgraded from jeep to concept but did not get the concept car. Sucks. Rate this half star, falling star",false
1336,I owns a dstv waker this app is not working for my tabel,false
1337,Does not work I cant open the app it gets up to a part that says tap to jump on the menu and then crasnes google is not accepting my reports,false
1338,Doesn't  work The game loads but as soon as it gets to the home screen it is blank with background music. You  can only access the settings button.,false
1339,stupid u bozos u stupid bozozs i hate bozos and u all bozos fck u all bozos im not happy,false
1340,So many ads Seriously spamy even after turning partner ads of and buying the game.,false
1341,Crash melulu Ini dkit dikit crash..dkit dikit force stop..mohon di fix yaa developer  nanti alu kasi 5 bintaang ,false
1342,I WANT MY MONEY BACK IT WONT LET ME PLAY THE GAME,false
1343,Cant play random people Dont buy this app. You can no longer play random people Its dumb. Not everyones facebook friends play this game.,false
1344,Bubble shooter glitches Waaay too many glitches. Some levels are designed for you to lose many times over. Don't like how it calls you a loser when you lose a level rather than just say lose. Would be lots more fun once all these are corrected.,false
1345,Boring.... Very boring game....,false
1346,Doesn't work Won't download on my galaxy s3,false
1347,Waste of time Horrid gameplay experience,false
1348,"Cant find resources after the game completed the download and install, it shows up a goat simulator content downloader witch the tells me content cannot be download because the resources cannot be located. Please help.",false
1349,Hate it do not get this app freezes won't let you talk to people glitches makes you start over it freezes when you do certain action I do not recommend this app to anyone,false
1350,Very hard Oops i hit it very hard no thing is working kkkkoop meanes no no do not download,false
1351,Unskippable Ads An update added obstructive ads you can't back out of. This used to be my favorite app. Now it's uninstalled.,false
1352,Do not get this app Well it's pretty cool. It doesn't help you play songs it just makes you want to play So if you ask me you shouldn't get this app,false
1353,"Please help. Before i changed my phone i purchased every option. And after changing it, everything disappeared. If you fix that i will rate 5 stars. Thank you",false
1354,Ads Why are there ads in the paid version of my game I wouldn't have bought this app had I known I'll eventually get ads anyway. It's a shame because it's a fun  simple game that me and my toddler enjoy.,false
1355,Doesn't work properly on  Micromax A104.,false
1356,Are ye to mooje 2 crore se direct 1000 pe laya aur use din se ek baar bhi uper nahi aaya i hate,false
1357,There is much needed to work on Try making it possible to republish ads instead of using browser,false
1358,Crap Tiles are illegible,false
1359,0 stars Would give it 5 stars if you would fix the game stopping every time my 6yr old tries to collect 7th day prize,false
1360,Ice age Crashed twice now worked hard to get stuff all gone like game but sick of starting over will not spend  anymore money to lose it all again,false
1361,Buttons are hard Game is suck adds are shit,false
1362,Will not install Won't work or open on tablet or  Android. Would like a refund.,false
1363,"Stopped Every time I open it, says unfortunately snow cone maker or whatever it is called has stoppedit get so flipping Mad",false
1364,Coins Love the game until today my guest account isn't working and I just got up to 112000000 last night now the game is not working,false
1365,"Rip off doesn't work Payed for this and it doesn't work when you.  Click on it,it just says loading and never does.Total waste of money and disappointment for my son who wanted to play it.",false
1366,"I can't download It keeps giving me an error. I forget the error code I think it was 905. It would love to play this game and enjoy It, but alas I cannot at the moment. Plz halp.",false
1367,My chopper crashed and my data went with it This thing doesn't save Also no free play,false
1368,"Awful Terrible app. And, lots of you are idiots,,, there phone Where phone,,,,,, try their phone. And no it does not work. Intrusive obnoxious adds. The only thing it is good for  is add spamming, which it is very effective at.",false
1369,"It's good service for the people, Srilanka",false
1370,Not insured user Not able to use app anymore. All info recorded lost.,false
1371,Google rip off Billed three times to different companies repeatedly. I hope profile is fake I can't talk to the woman if this is real it's cruel to treat people like this. Sorry I ever thought this was more than a scam,false
1372,0s 1 Doesn't show whether a tweet has been sent or not. As soon as I press enter the message disappears .       2 Locating previous contacts after re installation is absolutely dismal.,false
1373,Im stuck in the wall Entered a cave now im stuck between 2 walls with no way out. Dafuq kind of bug is that.,false
1374,You have to pay You get the first month free but have to pay after that. That i don't have an issue with it is the fact they ask for credit card details stright up before even trilling the app. I haven't even tried the app itself not sure how secure.,false
1375,Spam Bought paid version years ago. Recent update has brought ads and daily spam notifications. Deleted  trying to find an old version until fixed.,false
1376,Good Good good good good good good good good good,false
1377,Fix this app Sony Sony needs to fix this app now How can you keep selling this app when you know there is an issue You can't chose letters when solving a puzzle. MAKES THE GAME UNPLAYABLE FIX THIS APP ASAP OR REFUND ME SONY,false
1378,"3 things boring,to many adds ,and not challenging    ",false
1379,My download can't past 90 Please assist,false
1380,Bakwaas. Duniya ka sabse ghatiya game hai bhai log.waist of mb,false
1381,Sucked I gave it a 1star because I press on the key's but didnt let me go on and each time i want to just dont,false
1382,Hello Get rid of these ads.  The blinking just makes me not pay any attention.  Never will use them.  How annoying can you get.  Get real.,false
1383,This is the worst app I have ever downloaded. It says to do something like tap to continue and it don't do nothing else. Such a stupid app.,false
1384,"Not happy Used to work fine but now it lags heaps and doesn't load closes down to home page, needs to be fixed",false
1385,This game will freeze your phone instantly do not I repeat do not download this,false
1386,it is closing automatically plz fix it,false
1387,Plssss plss download this app.. Its rubbish...,false
1388,Epic Fail Bought the Pro Edition. Backed up to ext USB and nothing to restore Also will not connect to Google Drive ,false
1389,Wrong locations After deleting this app then reactivating my account... my location is so far off I can't find anyone local... its annoying and makes me just want delete it again,false
1390,I can't even play it.the game is loading but after its finish loading it just quits its so rude hate this game,false
1391,"Update fail Great game until I allowed update. Now it won't open, just stays on title page loading. Hoping for a fix",false
1392,My 2 stars has nothing to do with harem manga. It may be hard to get the manga pages to load on my tablet browser. But at least I can search for manga to read by title and genre.,false
1393,This game is no good anymore. Ripped me off today twice  couldn't load my bonuses its still not allowing me. Fix this you owe me a few 150.000 for all my levels....,false
1394,Been playing for almost two hours and there are no bonus and it says mega win when you win 3xs your bet very sad,false
1395,uh man i used to play this game on my pc but on my galaxy y duos it hangs it takes so much space and one time the machines were missing plzz fix it seriously developers plz requesting u,false
1396,Issue with internet banking Canara bank web portal is not completely viewable i cannot even type my user id or password,false
1397,"Cant advance Ok game, but even though i clear the levels, when I get killed I have to start from the beginning ",false
1398,"Terrible The missing icons, and that's most look terrible. If you are going to design icons like this you need a convincing masking system or do a he'll of alot more icons. If the devs not happy with this email me and I'll send pics",false
1399,Won't even let me login every time  I try it tells me it's unable  to login,false
1400,Easy play It's a child's play,false
1401,"Bulsht Don't waste your data,its really annoying app",false
1402,Wont let me deactivate I do not have anymore space on my phone and I really want to delete this so I can update my Wattpad. But every time I press 'deactivate' it keeps on saying 'Must deactivate before uninstaling' and I dislike it. ,false
1403,Don't like update I don't like update since it does not keep score any longer. When I paid for it it kept score. Also it does not have difficulty levels as clear as before the update . Please bring back the original game I paid for,false
1404,System crashes on Samsung s4. Love the pc app but this software is buggy,false
1405,   Gps            ,false
1406,Absolutely awful. Awful game there are no instructions and no reverse it's awful don't bother installing you'll just be disappointed.,false
1407,Can't back up my achievements They should make the expense of their game worth it. And not being able to backup my achievements does not.,false
1408,Stop It keeps on loging me out,false
1409,Sneakers are gone All the releases are gone. Did you update the app or something,false
1410,"Sad This is a huge disappointment. I expected a good quality game but all I got was a low resolution, hard to understand, boring game. Do not pay money for this.",false
1411,Good game but it doesn't let you win enough to play and bonuses are small. Wish you could actually play for longer than 2 minutes.,false
1412,Doesn't work whatsoever on asus zenfone 2 Exactly as i said. Worked perfectly on my xperia z ultra before I switched phones.,false
1413,"Worst game ever Literally The worst game I've every played, it doesn't allow me to move the character instead the little ball thing that moves him had a mind of its own wtf literally going the opposite way. Thanx for wasting my time.",false
1414,"It won't let me login I love this game,but I got a new phone and it won't let me login our even play as a guest.  Please fix",false
1415,Win the team of INDIA I will pray for u . Best of luck.,false
1416,"PayGate not active Would not let me purchase my credit report, apparently the PayGate account is not active, so basically a waste of time",false
1417,game progress lost why there is no way to sync game progress its great that theres no need to consider to keep on playing it after reinstalled on new phone. uninstalled right away ,false
1418,Cannot play...Crashes most of the time.. Please fix this crashing bug...everytime i try to open the game its freezes..most of the time..i have other games that runs fine and smooth...please fix..then i will give a 5 star,false
1419,"Is a good game ,but can get on my nerves cos every once in a while it keeps freezing on me",false
1420,Same problems as others here 24 hr clock keeps resetting and music player shuts off every time the game is opened. In endless Maps not paying just to get past level 61. Was awsome game till this hiccup,false
1421,Finish one round exits outs of game get that fixed with the adds that pop up at the most random times so I accidentally click on them need to go annoying as hell,false
1422,Liked I did enjoy playing this game but now it takes forever to start and when it comes up all I get is a blank screen. Very unhappy and disappointed.....,false
1423,"Great, short game I was thoroughly enjoying this game and it's  immersion until I realized that it is just one chapter in the story. Maybe 2 hours of play for 5 is the return I like to get from my purchases.",false
1424,"wtf did I download it's not like the picture AT ALL. the lasers just make noises vibrate, big disappointment.",false
1425,Not working Can someone please fix it is not even working every time i pull it up the screen goes black..please fix i am starting to get agitated,false
1426,"Useless Get Could not move file error when trying to move files from ed card to phone storage. Even just moving one file. Also, nags every few seconds to give feedback do you like our app. Annoying, useless, uninstalled. HTC Amaze.",false
1427,Disgusting Even after cancelling the trip the driver called that he has reached to pick me up. Just a poor app..in simple english.,false
1428,Doesn't work No activity after loading,false
1429,Great app. Has stopped dowloading info recently on galaxy s4,false
1430,Loses Connection Ever since the last update it gives me nothing but problems.  Constantly loses Connection and when you think you have it working it freezes and screen says device disconnected.  Please fix this as I would like to enjoy it again.,false
1431,"Can't print or save to camera roll Please tell me how to print to my wireless printer or how to save to the camera roll. I hope I didn't just waste 3.99. When I click the buttons, nothing happens at all.",false
1432,You never win Like the computer always wins I will give it a better rait if u fix that,false
1433,Worst game ever not even opening properly Bekar,false
1434,Solitaire Like the game but can't stand the ads after each game  I would rather pay for the game and do away with ads for things I would NEVER buy,false
1435,"Lol Are you people really that dumb that you thought a laser would shoot out of the phone When you bought your phone, did it come equipped with a laser This is just a mindless children's app. Idiots...",false
1436,SUCKS You only get 5 options,false
1437,"Still have some problems. MOST of the app works but some things keep saying there is a problem with app please send email. But when I do,  the email wont send the file. Good thing a didnt spend a lot on this app.",false
1438,does not work on android 5 lolipop,false
1439,Wrong If you click on a game and by accident click off it takes your tokens. And it does not let you play the game.,false
1440,Really boring knock off of flabbybird,false
1441,I would give five stars but... It won't accept my answer FLINESTONES so please fix it ..and my answer is correct,false
1442,What's the point of purchasing this app if you still have adds,false
1443,Worst game ever This game needs more development to improve not just graphics. Also fluidity on movements of the characters.,false
1444,"Missing feature There is no cast screen feature on my galaxy s4.  I looked it up and many, many people also have this issue.  There better be a good reason why they STILL haven't fixed it by now.",false
1445,bad you game verybad. all the time sending report but no posible working. you very bad. i try one i try two but no work good . work always bad . always stucking. game not download. headache . very terrible play . thenkyou,false
1446,"Wont save creations I like the concept of the game, but my creations wont save...ill mold my forest the way i want, and when i come back to it, its nothing but a few trees.  what is this Is it suppose to be like that",false
1447, Bad too much loading i didn't play yet from the loading pliz fix and than i will rate 5 pliz,false
1448,"Been playing for so long and can't get close to enough coins to play the slot games were you need 100000 minimum coins to play, have never got a jackpot to unlock the higher levels.",false
1449,dont have any meaning and so hard to play,false
1450,Bishwa nath It is vary vary work ful app,false
