,Text,Sent
437,"2good,,,,,,, like this application ",Positive
438,It's great I absolutely love meeting and talking to new people and now u can do it on a global scale.,Positive
439,"If you liked 1000000000, you will LOVE YMBaB Great match 3 gameplay mixed with RPG elements.  No microtransaction nonsense, a great value.",Positive
440,"Loooved it App was a big help. Worked perfectly, I have zero complaints, and huge thanks to the builders.",Positive
441,Nice Game I like this game,Positive
442,Like Superb game,Positive
443,Yes  very well made Good to play,Positive
444,love it I. Play this by the hour,Positive
445,According to me thats a awesome application I have ever seen a before u got 10 by 10,Positive
446,Good. I really like this game on my LG G3 Vigor although sometimes it gets repetitive because there is not like a story line or background of this game but otherwise it is good and sometimes addicting.,Positive
447,"NAIL SALON 2 I LOVE DOING NAILS, THE GAME IS VERY EXCITING",Positive
448,Amazing app If u like anime girls this is the best app for hot anime girl pictures,Positive
449,Cool game It is a very cool game and because of this game I am a good cricket player,Positive
450,Awesome I had to find an app for my little brother and I was going to get ABC mouse but I personally don't have a credit card cause im 14,Positive
451,"Fun Good design, good variety of games.",Positive
452,"Hats off Not just incredible  rich sound , this app also useful in teaching chord progression of particular scales.",Positive
453,Number 1 This game is awesome nothing could beat this game I give it number 1 of all games,Positive
454,My son is a great drawer but thos can him even better,Positive
455,Good Game .. BUTTT .. I can't get over level 30 . why  Cause I suck .,Positive
456,Love it. Glad I purchased. Love. Glad I purchased full version. Just need more songs now. She talks to angels for starters ,Positive
457,Scary  No Words Bro. No words.,Positive
458,Really cool app Saves you the time of having to go learn some new fishing holes,Positive
459,Samsung Galaxy S4 Can't think of a thing wrong  hence 5. I like the feel and atmosphere  it's kind of quiet ,Positive
460,Drum set I love it,Positive
461,Awesome app Very useful if you wanna clear codes or just wanna find out info about your car,Positive
462,This is a favorite of mine. As close to the old school Vegas slots I can play without actually being in Vegas. Love all the game options,Positive
463,Love it,Positive
464,Excellent app Running without a single issue. Cyanogenmode on s2,Positive
465,Awesome,Positive
466,Love love love love love love love love love love love love love love love love ,Positive
467,"Love it If you made the others,  I would buy every single one of them",Positive
468,"Fun Addictve gameplaying game Since i was a little girl,.. I have loved nothing more but playing hidden object games and also puzzle games,..",Positive
469,God Bless You This is the best game out for Christians. It is bringing knowledge and truth to the world. Great Job,Positive
470,I think this is pretty kewl I've got idea for a weapon how about throwing stars or maybe blow gun a few exotic swords or even bows both compound and or cross just a thought looking toward the next update,Positive
471,Great Widget  This is what I was looking for ,Positive
472,Fair play Great game. Balanced logic. You don't won every time and you don't feel like the game is cheating. Nice work.,Positive
473,I love adventure of Ted 2 This is the game I truly love playing I like to play level by level adventure and this game provides new adventure in every level. 5 stars from me,Positive
474,"Challenging This game is really fun to play with, with your family for you can all guess and have fun. It's a great thing to do alone or with friends and family.",Positive
475,Nice. I Love it. Nicely placed letters in the grid.Challenging and attractive word game. SGII. India.,Positive
476,"Same as many before me... I too didn't need the pro features, but wanted to support the dev.  Thanks for a great app",Positive
477,Omg so fun I love ninja go and this game is fun I've had it before and loved it soo much this is a must play for kids D,Positive
478,Once you get the hang of it it gets easier edit im still playing this game when iget bored ill never get tired of theguy falling its hilarious u cna change the diffuculty people,Positive
479,"Perfect with friends, or strangers Discovered this by playing with complete strangers on the bus, and had a blast Great for road trips with friends, at a party, or while waiting in long lines",Positive
480,"Elsk det Utrolig artig og lrerikt, anbefales sterkt",Positive
481,"I love this app, very informative,  and easy to understand",Positive
482,"Awesome app Easy to use. I backed up my data to the Google drive,  and was able to restore all the information onto new phone in minutes. .",Positive
483,The best android app but lollipop ..,Positive
484,"Cool game I've noticed that whenever someone decides to write a review for any game, it's almost always for negative reasons but this game truly is a cool game, so thanks guys",Positive
485,SD Maid Unlocker Pro Adds To SD Maid And Makes It Work Mutch Better,Positive
486,I loved this game very much Thanks,Positive
487,I love the sound of the ocean Please add more themes.,Positive
488,Wow Amazing Great game,Positive
489,Com Amazing,Positive
490,loven it yeah,Positive
491,"Great game While I think the first game was a little more engrossing probably since I didn't know what to expect, this is a fine sequel and highly recommended.  Looking forward to part 3",Positive
492,Very addictive As others have stated. Hard enough to tax your brain but not too tough that it completely frustrates you.,Positive
493,Number 1 Android utility app. This app is the best for cleaning unused files off your Android device  it has an excellent file manager too.,Positive
494,"Awesome game, and make me addict it",Positive
495,Great game and I highly recommend it Great RPG,Positive
496,Awasome Very helpfull to learn...,Positive
497,Mahjong Master Great game. User friendly. Reliable. Very impressed,Positive
498,band game love it,Positive
499,"Play Real Football 2015 Game Great game, very exciting and I like play this game",Positive
500,Good good good good good good,Positive
501,Best,Positive
502,i liked it the horse is the best pet because wherever you go you can ride it diba kayu anung gusto nyu maging pet sa akin ay kabayo heeh OOOo,Positive
503,"Fun, and very cute The only issue I have with this game is the fact that she doesn't close her eyes when you soap her up in the bath. You know that's gotta be painful...",Positive
504,Besiar khobo kamel.vali nemishf full versionesho gerft,Positive
505,     ,Positive
506,"3 So cute, i really love this game D",Positive
507,Very renjoyabkre,Positive
508,Great Enjoyable,Positive
509,"It now works on my phone Thank you for fixing the game. I,'be been playing it since the last update and it has been really fun.",Positive
510,Love it ,Positive
511,Thank you thank you thank you Love this app. Helped me so much. THANK YOU FOR MAKING THIS,Positive
512,James Middleotn Possibly the best app i have ever paid for. It allows you to clean up most of the memory space on a device and i can now finally install more games like fifa 15,Positive
513,"Baus This game is wonderful. Only complaint in first section of chamber of the Mageblade, it would not allow me to pick up boxes. I have shut down gamephone multiple times to no avail. If that could be fixed, fantabulous",Positive
514,Perfect Does exactly what you need. Makes life easier so thanks ,Positive
515,Amazing This is the best game that I have ever played and I highly recommend this games as its a great price for what an awesome game it is.   Must Get,Positive
516,Love it Omg I've actually gone addictive to it I even play it at night xD  . BTW it's quite hard sometimes but that makes it even more exited 55 really good,Positive
517,Mahjong is good Better to buy. Get rid of the ads and it's a fun game. Very addictive. Told ma pal Frederick to sell his dankey and buy this,Positive
518,Ok Needs all the levels to be unlocked,Positive
519,Love it  I very very love it and not just me my brother too because he also love songs and ................I don't know how to say that this game is very very much awesome I LOVE IT ,Positive
520,Son Loves It My sons speech therapist had this on her 'fruit' tablet. He loves it and learned to recognize and say all of his letters within a week of putting it on his tablet. Thanks a ton,Positive
521,best game ever on a phone,Positive
522,Great game Very fantastic game keep it up developers.,Positive
523,Gud Eat my lado,Positive
524,Was good... Can't open after latest update says Application no longer installed and I can only access it through the market.,Positive
525,Great game it runs really well on the xperia z no issues so far. Good job ea,Positive
526,John Smit I really enjoy doing the crosswords. Great value for money.,Positive
527,"Give option to pay for ad removal or its gone. Another great title. Zero issues running on HTC sensation with custom ics  although I keep data disabled for the most part, keeps ads away I would gladly pay a few dollars for an add free version",Positive
528,"I love this game Although there's a bug it happens when the ad comes up every three levels or so which wouldn't be a problem, it crashed the app and saved my level. If you fix it I'll totally keep playing and recommend",Positive
529,Yareli Medina This is the best game,Positive
530,LOVE IT something for any mood,Positive
531,"Funkelgump Great game Needs notifications then 5 stars, otherwise brilliant.",Positive
532,"Great innovation. Getting my credit profile in the comfort of my home, even from the most rural part of the country. Thumbs up guys ",Positive
533,"Great game. Fun all the way, not boring and difficult enough for all ages. Of course it should be longer, though... the fun should never end",Positive
534,"Beautiful Still attempting to understand the rules fully, but either way I'm enjoying the game and the graphics are top notch.",Positive
535,My favorite game ever.  ,Positive
536,"The new update is fast The best security app out there,and the latest update is fast and reliable.",Positive
537,Amazing Lovely,Positive
538,Love it Thanks 4 getting back 2 me.,Positive
539,Awesome,Positive
540,Good game i love it Simple and there it a lot of things to buy keep it up                one question  how can i use nearby to play with friends ,Positive
541,This game rocks like punk rock I love this game... I keep playing Longview by Green Day... It's true.,Positive
542,Awesome This is one of the best games out there Check it out,Positive
543,Give more info than the basic version. Full details about your root access.,Positive
544,Fun and interested I like playing this game it help me think and clear my mind when I'm stressed out...,Positive
545,Great app Decided to grab the pro after using the basic one.,Positive
546,Great game My favorite for playing Sudoku at all levels from easy to very difficult. A very fun and challenging game.,Positive
547,It is the best game,Positive
548,Best shoe. App on the world Great app I love it,Positive
549,"All of your Apps are amaziiing But one more thing, I wish you can create an App which can combine all of our recordings in drums, guitars, and bass guitar and we can compose a song. Hope you can do iiit",Positive
550,Don't get me wrong.... I liked the game. I enjoyed playing as all the gems and the storyline was great but it was kinda short lived. Well new stuff be added soon,Positive
551,"Damm  Best of the best GAME EVER   Good Game, Smart game for fun  I give u 10 stars. Thanks a lot of.",Positive
552,"So detailed Lots of little  touches, clothes, lights, food, so many different things For the amount of playtime this app has seen, great value Thank you ",Positive
553,The haters suck My dad bought me this game. And I love it. The 2.99 game is cool but almost 3.00 get this one. My dad is the best. Love him,Positive
554,YAY I've been waiting for falcon sim I always have wanted to know what it's like to be a falcon Here's my saying don't just fly... Fly like a falcon,Positive
555,Loved it.... It is a great online comic... I love reading it everyday...The graphics are nice and some even have sound effects...,Positive
556,Really fun.,Positive
557,"Super addictive Very addicted  Love playing against friends, brings out the competitive nature",Positive
558,Brilliant game... very addictive. ,Positive
559,"My addiction... Can never get enough of this game. It keeps my mind challenged, and stimulates me to learn new words. My suggestion pick opponents with similar or more advanced skills, to keep things interesting",Positive
560,Star Quality This is one of the best for local and international journey assistance and constantly they are updating new cities  just wonderful.,Positive
561,It is fun My daughter loves it.,Positive
562,Badass Man even if u don't like Spiderman download this game you'll love. It'one of the best Spiderman games I've ever played N it definitely comepares to the PS2 games I've played,Positive
563,"Best phone game I've ever played This is but far my favorite mobile game.  Good gameplay,  not much battery drain, a dark theme, and cheap. This is for the paid version. I haven't tried the free",Positive
564,Awesome man What a game I have became the fan of all the stickman games I love every  stickman games you have created and I installed all in my device,Positive
565,Leo's Fortune Graphics  are amazing  and the background animations are stunning. The game itself is fun and entertaining. The main character is funny and is fun to play.,Positive
566,I LOVE IT Am ten and in school we'll watch it and Moby the robot is funny Tim and Moby and the little girl and Moby mostly Tim and Moby,Positive
567,good,Positive
568,Really nice.  Add Bach's Ariso for 6 stars,Positive
569,Finally Finally get this game after so many weeks.. Best turn based strategy game I have played..,Positive
570,"Room trilogy please From the moment I bought it, I couldn't put it down. I honestly never comment on games, but I definitely took the time to write comment for this one. Highly recommended and very entertaining.",Positive
571,"Hahaha dope Good game with smooth controls, lags sometimes but just for 5 secs for the first game in the day which doesn't matter much.",Positive
572,Awsome Mua game,Positive
573,Fun Definitely Challenging the higher you get,Positive
574,Good for practice... Lots of cool situations...,Positive
575,zero hour works awesome on every Android device I have even the low powered ones flawless execution gamelofthavoc..well done,Positive
576,Really fun and challenging I love this game. It's difficult at times but not too much. I like that new additions add to the challenge so it's not repetitive.,Positive
577,"Traimiaa opinion . We should get a lot of energy .  the luhh k things .  adoption should not be soo high . But other than that , I give it 5 stars.  ",Positive
578,Really I herd that foxy just wanted to hug you but he hap like a sound box and all that and when he pops out he made the security guard have hart attack so yaaa not mean,Positive
579,Best Game For Time Pass I love it. I don't like this type of game but I download this and I love it now it my 8 FAVOURITE game..,Positive
580,You've come a long way Ghost Radar This little app has come a long way. I've been using Ghost Radar since it first appeared in the App Store.,Positive
581,Best version of this game ever I love this version of ffiv and I can't wait to play this over and over. If you love any title in this series or any RPG I recommend you give this legacy title a try.,Positive
582,Awesome Wooooooooooooo for the makers to this game,Positive
583,Tamanna,Positive
584,WORDFEUD Fun Very addictive,Positive
585,awesome love this game,Positive
586,"Uno Good game....fun fun fun, but they cheated me out of the vip package I paid for. Never received 20 tokens. And never responded to contacts. Bad business. But the game is fun just don't spend the money to be VIP. It's still a fun game.",Positive
587,Worth It Excellent App You Wont Regret it Simple utility way better than Kies Air I couldn't get that stupid app to work no matter what browser I used. This app worked right off the bat no hitches Get it,Positive
588,"Nice graphics, colorful the experience is amazing Try not waste all the water, little sprays will make you way out to the top",Positive
589,David.  Perez,Positive
590,"Brilliant I love this app You get to compete against other people whilst learning new facts at the same time D the only thing I would change is to maybe include more categories, like QuizUp does. But overall it's fab. ",Positive
591,Awesome I've gotten the other ones they have helped me improve,Positive
592,Awesome. ... Really. Such a nice game.  Nice picture quality and such a good game. I never get bored by playing this again n again.,Positive
593,Thanks Good  one,Positive
594,"Great game Love this game its by far the best offroad game I've played it cold be better,  you should add more trucks and jeeps please  it needs a good update to make it better please.",Positive
595,love it,Positive
596,Good but... I really am having fun with the game but I need someone to help me with this auto match thing it won't let me find a game its really annoying,Positive
597,My two year old loves these games So glad I bought the full version.,Positive
598,Good app with good people. Online dating is a rough business but this app helps to ease you into the world of electronic love.,Positive
599,Favorite My 2 year loves this game and its easy enough for her to understand but challenges her enough in problem solving. She plays it anytime she gets a chance to you the tablet ,Positive
600,Currently the best in the market Finally got what I was looking for...wonderfully described workouts with effective and precise plans...great work guys,Positive
601,"Woo Woo man I can't wate until battleground  to see Brock leaner  beat the crap out of Seth rollins,Roman reins and bray wyat,John Cena and Kevin owens,randy Orton and sheamus,Ryback and big show,prime time players and new day.",Positive
602,Light weight Love it,Positive
603,Simply awesome No words for dis app,Positive
604,Loved it It's really cool but it needs more songs than just popular ones,Positive
605,Nice app,Positive
606,Love it If I could only get notifications from lists.,Positive
607,You really need this You do...,Positive
608,Love it Its fun,Positive
609,Pink Panther Love it....great way to relax and get your mind off of stressful issues. Enjoy the different levels of difficulty...,Positive
610,"Finally First thing i did this morning was download the game, and its been flawless all day on my gs4 i cant stop playing. I waited too long for this. Cant wait for the replay button to come out",Positive
611,Great app Smooth and seamless scroll across pages.,Positive
612,Shut up and take my money,Positive
613,"Fun game, no special permissions If you like Boggle or Scrabble, check this game out.",Positive
614,Still the best Still the best radar ap I have found.,Positive
615,"13 year old love it For those who do not know, Mr. Rogers was more about feelings and imagination and not as much about ABCs  and 123s. So don't buy this thinking it will make your kid a math whiz.",Positive
616,Miss Wife,Positive
617,"Think I love to do alot of thinking in a game, gives me a challenge when will the other characters come in the game",Positive
618,"I love this app. Super awesome. I just have this problem with 1 of my device, my xiaomi mi pad is able to send but not receive files. Please help. Tnx",Positive
619,Perfect,Positive
620,Amazing. One of the best games I've ever played.,Positive
621,Yes Just wish someone would put the effort in to make a dirt trackin game for say PS4 lol,Positive
622,Help I reached the elite level but I can't play if any one no how to solve this problem please contact me at this phone number 76663362,Positive
623,The best,Positive
624,Verry interesting This is one of my favorites movie. Thats why i want to play this game.,Positive
625,Cool stuff Love tekken and im dumping poop loads of play store credits into it,Positive
626,"Nice one Played all of these series,and this one rocks like other 2,only what missing is multiplayer by me...but overally game is nice and smooth,no heating of my L9P760. ",Positive
627,Ok Good good good good good good good good good good good good good good good good good good good good good,Positive
628,"Fantastic app, with the last update I can chose to have tennis as my startup sport.",Positive
629,"Super geilauch nach einem Jahr noch Wre voll cool, wenn man sehen knnte, wann der andere spielt oder wann dieser zuletzt online War ",Positive
630,"Awesome app BUT This is an awesome app , not as user friendly as a couple others but has benefits of others , this app works great on my droid phone  I use it all the time",Positive
631,Reinstalled and its much better. Installed a few years ago and left a one star review. Reinstalled the new version and it seems much much better. Still needs a test when I go to the UK with no roaming data in a couple of months.,Positive
632,Awesome car's people's Cool cool boy's girls,Positive
633,"I love it Even thow I am 14, AND am a doy, this makes me sleep like a baby. . .",Positive
634,"Highly addictive This game is fun, easy to play, you level up fast and can earn all sorts of rewards. I can't stop playing it",Positive
635,Bad So i was on a different game and in my noteifactions it said bad am i bad,Positive
636,More more more This expansion is great i dont really mind spending an extra dollar but you devs should add at least a few more firearms updates before releasing another buyable pack,Positive
637,Well game Nice game,Positive
638,Engrossing gameplay and amazing graphics. Very exciting and detailed worlds with amazing colours. The game is definitely worth its price tag 3.49 CAD on sale and is something that should be tried by anyone. Great mobile game.,Positive
639,Word buzz Loads of fun,Positive
640,       ,Positive
641,This app is second to none Fantastic for Manchester fan,Positive
642,Nice How do you visit swampys underground adventure,Positive
643,Got unlock everything. It's service is really fuck. But I know to skate and its very typically game. I have completed this today.,Positive
644,Good Game,Positive
645,Nice game Mere ko toh yeh game bohot achha laga,Positive
646,funny so funny when beat japanese people on their own game ,Positive
647,My child adores it,Positive
648,Love it Buy it now as brilliant graphics awesome tricks but add multi player like someone is vector and someone is hunter that will make it more interesting,Positive
649,Flash cards to speed the the learning curve,Positive
650,Jungle monkey Love this game m,Positive
651,Love this game The game is great and looks so much better than on on ios,Positive
652,Good car race Awsome game who loves car driving,Positive
653,"Du speed booster A fine application,help us in each   way",Positive
654,Boba fett missions In that world the last level is hard.do you know whybecause a man with a red mask is so strong.also when will the new update or new world come outi finally unlocked boba fett missions world.,Positive
655,Best ever service Got cab in 6 min in night and reached home well. Where as auto asking 200 ola ask 60,Positive
656,"Fun Finally a lacrosse game It's fun yet hard. Don't get your hopes too high up and imagine this to be the Madden game of lacrosse, but its still fun.",Positive
657,I love love love love love love lovely thisgame to much you all also try it,Positive
658,Way to go cricbuzz Awsome app. May b its just starting. But its good to see you catching up in indian languages ,Positive
659,Love it. Great game,Positive
660,So cute I just can't help but fall in love with this game it is adorable and I would enjoy if it was on the computer. If I were you I would get this.,Positive
661,2 year old loves it,Positive
662,I found the home  D I heard there's this tree hole and  actually it is  a hole in the mountain I just figured it out  D I wondered about the Multi player mode you guys have been talking about . I wonder  How's it going ,Positive
663,Cool game Awesome I have 17 headshots and I just started,Positive
664,Pretty happy I though it was for all drops just for jays but as soon as there's news about a drop it's up there an u know u can star an fav what drops are comeing out an it will remind u. For them,Positive
665,Mind games pro I love this app. It is challenging and lets you know your weak areas so you can improve them,Positive
666,Nice game So many choices with tile designs along with the many different game layouts. 10 stars it rates,Positive
667,Brill app. Fantastic customer support. save offline download is how big is your men. Card. I have UK NI OS maps offline 1.76 WOW,Positive
668,"It works but... Every time I try to use the attack button it freezes, other than that it is a very great game.",Positive
669,Ryleigh Elmo really gave my baby s laugh she laughed so hard when she was sitting down she fell and said ELMO HELP ME It was so funny,Positive
670,Cool Awesome,Positive
671,"Brainium Spider game is best Spider game. The controls are outstanding,  it's lightweight,  pretty and fun. My only wish is that it would be nice if the hint and undo buttons were on the table and not buried under a pop up menu.",Positive
672,Beautiful story Really enjoyed it. hope you make more like it,Positive
673,Woot Probably the best phone Game I've ever played by far Mario meets Zelda  My only problem is it's too short,Positive
674,"Love it Nice game  I love listening to the juicy fruit getting sliced. My favorite thing about this game is the fruit facts, very interesting.",Positive
675,Astounding app Simply captivating n does not eat up space.......goes on all smart phones Keep developing such games....,Positive
676,Best Ever Works excellent on Note 3 No hiccups.,Positive
677,Good,Positive
678,Its good But how do I make something else,Positive
679,"The oyster card app is amazing Very informative , accurate, must for all bus users",Positive
680,"Excellent This game reminds me of crash team racing for the ps1 its is brilliant and addictive,  it feels like a proper console game.1010",Positive
681,"It's cool It's good but it has one bug,it is messing up when it updates",Positive
682,"Update has broke it Was quite angry that it stopped working, feel a right tool now as it was fixed so quick, cheers playto",Positive
683,I love this Game  But ..,Positive
684,Lifesaver Lost almost 35000 pictures after phone servicing LG Android and Diskdigger helped me get back more than half The app is worth the small pricetag  But learn how to root your phone first before using the app. Cheers,Positive
685,I loved it It was fun with a lot of puzzles I got stuck a little bit and that's what made it more fun that the person should search more and think more great game looking forward for more,Positive
686,Very nice but When I play online the match gets cancelled and when somebody adds me as a friend and I check my friends list it says you have no friends.,Positive
687,This is a crazy ben 10 game Awesome game but should add more chapters of story mode and hero time,Positive
688,Love it Guess wht came in the mail today DEEZ MONSTER NUTZ,Positive
689,"Simple and Easy Loved it, simple and Easy to use, best dictionary ever. I wish you could keep the antonyms and synonyms of every word.. Thanks again ",Positive
690,I really like it  Its fun but sometimes it gets frustrating when you can't complete the hard levels,Positive
691,Best game The game is very good and they are constantly updating it. Is definitely worth the little bit of money that I spent on it.,Positive
692,Nice app That's awesome. Nothing more,Positive
693,Entertainment success My four year old has played this game for months He loves it.,Positive
694,Let's Create Pottery Love this app. So easy to use. Lets me use my imagination create beautiful pottery. Very relaxing.,Positive
695,"I love it This is a game in kids eyes but they learn so much just playing a simple game,",Positive
696,Sweet game,Positive
697,Love it It is amazing install now,Positive
698,"Would get a solid 5 stars if. I would change to 5 star rating if it were updated as regularly as there were new sets,  I.e. dragons of tarkir. Please please don't make me refund.  As promised, here are the 5. Thank you very very very much.",Positive
699,Great game My 3 year old grandson loved it. Lots to do in this game. Great value,Positive
700,Best Game Ever this is one of the best game ever. Love to play with my friends.  thanks.. new step,Positive
701,Love It  got  me  a  girlfriend,Positive
702,Good launcher LLoveove the update thank you,Positive
703,"Love it I only wish there could be an upgrade with more mini games. Otherwise, I never thought I could learn Japanese characters this quickly.",Positive
704,No problems I've used this app for at least two years on two separate phones and have found it very accurate. I've checked it against several different vehicles and even confirmed an inaccurate speedometer in a company vehicle.,Positive
705,"Cannot get enough Not really a fan of this kind of card game, but I freaking love Tekken Card Tournament, it's so simple, but there is still a lot of tactics at play",Positive
706,"Davy Cool,fab",Positive
707,Wow more addicting tha. Clash of clans I barely downloaded this gane and wow i never thought they would pull it thru now im so addicted to the gane abd i cant stop playing,Positive
708,Im 11 Just so you know im 11 and these games are beast,Positive
709,Coco's wedding It's wonderful game,Positive
710,The best of its kind Simply the best off road game out there. However it has it flaws... Very few but a couple. The biggest thing is there is never any big updates. 2 add more customization. Great game though and 2 thumbs up,Positive
711,"Great App I like this game, but I do wish it had more levels.  And I wish there was another way to get the cheat points beside buying them.  But the game is still good.",Positive
712,"Great weather app Nice app, a refreshing company that listens to its customers and follows through with updates and fixes. Thanks for a great app. Keep the updates coming.",Positive
713,"Fast, stable and user friendly This paid app version is the best for accessing iracing forum on mobile device. It even directly link you to the last forum post you're following. Great app.",Positive
714,I loved this game When  i will start to play this game when my cellphone. I feel i play in real life,Positive
715,Great app,Positive
716,"Great game, feels like playing a board game active development  and great support make this even better",Positive
717,Excellent game for killing time. Number of wins plus other bonuses makes it fun and economical.,Positive
718,Game hay Minh chi biet co 2 cach thang thui ai biet ko chi giao di,Positive
719,Paul77 The problem has been fixed...still the BEST word game out there,Positive
720,Petting zoo Best lil app ever I love the giraffe and alligator.  I love it all. Its well put together I can't stop with the giggles.,Positive
721,Singh is boy High,Positive
722,"I got coyotes, it scares them away. Air horn.",Positive
723,"Wonderful My sister loves this and she always says, pay bone Or something of the sort",Positive
724,Kallie Ksel,Positive
725,I don't know how to set it up to play more than one suit. I still enjoy playing this game,Positive
726,Coco wedding Omg omg its the best,Positive
727,"Best game ever I love the easy one touch controls. I love how you have to try to guess where the pitcher is throwing the ball. You could add some different bats, as a power up for more power. That would be cool.",Positive
728,I love Lawly,Positive
729,Whooo This makes me happy . i heard a really awesome song on YouTube and didn't know what it was so i installed Shazam and it sent me straight to the right song Within temptation  forsaken 5 happy bunny,Positive
730,"Super learning app Easy, concise learning app..my 1 y.o son love it...was able to imitate sounds...",Positive
731,Awsome Its cool spongbob games i Love it,Positive
732,"After a few updates, this is the best Twitter App I've used I currently own a Galaxy Note 3 and this is a great app to go with the phone. The only thing that it's missing is PocketInstapaper support.",Positive
733,God,Positive
734,"This was enjoyable I'm glad this exists, to be honest. I'm a kid, and I kind of like the questions. If you like this kind of this but the original is too... grown up for you, then this is for you",Positive
735,Finally Had this game for Wii about 5 years ago and got rid of my Wii last summer. This game was like 15 on Wii and only 5 on here Freaking awesome So glad I can finally play this gamen again after so long.,Positive
736,Awesome I love Toca Boca games but I want the Apple ipad Toca Boca too on playstore like Toca nature,Positive
737,Luv it great game to pass the time.,Positive
738,Best Racing Game Ever This is the best racing game ever no problem  at all. But there is one missing thing i.e. DRIFTING. If EA add drift racing to it than that would me awesome,Positive
739,Liked it My 4 yearold cousin liked it Thank you for creating this wonderful app,Positive
740,Very good Its the best dozer game I jave come across. Good job creators,Positive
741,Loved it We get to pass Valentine levels.,Positive
742,Galaxy S5 The best one of its category.,Positive
743,"Excellent One of the better games out there  quite challenging and addictive.  Simple yet detailed graphics, sound effects make  me smile every time I play, music isn't annoying like some other games. Thank you for an amazing product.",Positive
744,"Makes droid better Great app, customer service is top notch with prompt feedback. Makes droid easier to use. Samsung Note 4 on ATT",Positive
745,Long time fan Only downloading and then purchasing in app stuff so you guys get more of my money and make a new one or more games. You are the Nintendo of mobile world and nothing has come close to this since it came out on iPhone 3 years ago.,Positive
746,I love it did is the first time I'm playing piano I love piano perpekto,Positive
747,I  LIKE  THIS  GAME IT  IS  A  GOOD  GAME,Positive
748,Spades game is the best,Positive
749,"Love it, I travel a lot and ever since I started playing this, I can kill my time in the plane easily... you can play this game for hours... thanks",Positive
750,It's sooooo cuteeeee My Elly is so cute  more beautiful than my angela,Positive
751,Good App Email backup to yourself if you  need to restore data to a new phone.,Positive
752,WSL Best app forever,Positive
753,It's great It's better since I had in the last time because it wasn't working so I think is good now awesome,Positive
754,Cool I love it D Its not like the other zombie games that lags like hell,Positive
755,Awesome.,Positive
756,Love it Oh man. You should just look at this game. I mean really just look at it,Positive
757,My goddaughter loves it,Positive
758,,Positive
759,DLC WORKS 5 Stars,Positive
760,"Simple and sweet This game is awesome. Just pick up and go. I love drifting using the helicopter feature, it makes it so much more immersive",Positive
761,Brillant one..... Great tabla sound. Mind blowing App I loved it.......,Positive
762,Jasmine feedback Ok so i love this app. Its great. Im lazy about typing so thats all im saying. Its good app.,Positive
763,Cool Needs more damages,Positive
764,Loved it You should try to the game,Positive
765,"Fab fab fab Loved this game. Wasn't too sure what to expect as reviews never seem to live up to the hype for me, but I'm hooked And let me just say this is the first review I have ever even but this game warranted it",Positive
766,Best car game I've played so far It just needs more car and levels,Positive
767,Very nice game... tnx alot...,Positive
768,LOVE IT I love this app so much because my baby cousin always likes to play on my phone and I saw this app and I install it and he said I LOVE THIS APP,Positive
769,Works perfect. As I said works perfectly as long as your internet or wifi is decent.,Positive
770,the wife and I Great game. Would recommend a unlimited setting where you play until everyone is broke with the exception of one person. Great game play seamless on both our devices. Keep up the work. We'll worth the pennies.,Positive
771,This is inspiring I like it,Positive
772,No bugs but still....  Yay no bugs but I have a question why is the bunny not named butter cream  Suger sprinkles is fine but why,Positive
773,"Love it Very fun and I can figure things out fast, hard at first but overtime you get how to play the farther the better.",Positive
774,Awsssoooommmmm Get this app,Positive
775,Snakes I think the game is great it really challenging and fun to play but takes some time to get use to as I was use to the Nokia snakes this one is more upgraded but easy to learn whats going to happen next,Positive
776,New version It works How much better can it be,Positive
777,Nice House And nice backyard What a wonderful House  I Love the full version better I like the bedrooms it has 2  bed one bathroom Maya and Jacob love their cousins Lindy and Logan,Positive
778, ,Positive
779,Thank you for your help now i can play it over and over,Positive
780,"Neat Wanted something unique, minimal and useful. Very cool.",Positive
781,Good but hard It is really good the only thing is try not to let anyone see,Positive
782,Best cat game out there It's a really good game. I was bouncing off the walls when I found out how to pick up your kitten and prey. Can you make a House Cat simulator That would be awesome.,Positive
783,I like it So nice,Positive
784,Works well. Really great app anymore.,Positive
785,Kutti Gopinathan,Positive
786,Awwwsssooommmeee This game is so cool because now I want to try more food and candies,Positive
787,Gd stuff ...,Positive
788,Game lover Incredible,Positive
789,"Fantastic app. I love it, so beautiful",Positive
790,Awesome redesign I think I like it better digital then the board game. Hope they do the expansions,Positive
791,It was great Worth the money,Positive
792,Nice app Good work ... I done my work egley,Positive
793,I am a Word Crack addict Great game.  But I would like to be able to tell if my opponent is using power ups.,Positive
794,Excellent for Samsung Galaxy Note 4 A steady 60 fps mixed with some very nice looking graphics  fast adrenaline pumping action makes this game plausible.,Positive
795,Its a great game. But in my iPad it does not work properly,Positive
796,       ,Positive
797,I love it I love it because you can chat with people. I chatted with my dad for the first time and he showed me what he does at his job.,Positive
798,Excellent app A good selecrion of tones and instruments. Sound  Quality is very good. On 'Hold' mode some instruments produce a noise. Over all very good .,Positive
799,Awesome It excellent and deserve 5 star,Positive
800,Have fin I will love when i have a chile aka kid.ir will be so fun. Thank you who made this,Positive
801,"Doodle God Highly addictive, with fun  unexected combinations, some of which made me laugh out loud",Positive
